Date,Opinion,Pro,TweetText
12/3/18 7:57,Negative,,"BJP `B`\xe0\xb0\x9f\xe0\xb1\x80\xe0\xb0\x82 TRS.KCR \xe0\xb0\xa4\xe0\xb1\x86\xe0\xb0\xb2\xe0\xb0\x82\xe0\xb0\x97\xe0\xb0\xbe\xe0\xb0\xa3\xe2\x80\x8c\xe0\xb0\xb2\xe0\xb1\x8b \xe0\xb0\xae\xe0\xb1\x8b\xe0\xb0\xa1\xe0\xb1\x80 \xe0\xb0\xb0\xe2\x80\x8c\xe0\xb0\xac\xe0\xb1\x8d\xe0\xb0\xac\xe2\x80\x8c\xe0\xb0\xb0\xe0\xb1\x8d\xe2\x80\x8c\xe0\xb0\xb8\xe0\xb1\x8d\xe0\xb0\x9f\xe0\xb0\xbe\xe0\xb0\x82\xe0\xb0\xaa\xe0\xb1\x8d\xe2\x80\x8c.\n\n\xe0\xb0\x93\xe0\xb0\xb5\xe0\xb1\x88\xe0\xb0\xb8\xe0\xb1\x80\xe0\xb0\x95\xe0\xb0\xbf \xe0\xb0\x9a\xe0\xb1\x86\xe0\xb0\x82\xe0\xb0\xa6\xe0\xb0\xbf\xe0\xb0\xa8 \xe0\xb0\x8e\xe0\xb0\x82\xe0\xb0\x90\xe0\xb0\x8e\xe0\xb0\x82 \xe0\xb0\xac\xe0\xb1\x80\xe0\xb0\x9c\xe0\xb1\x87\xe0\xb0\xaa\xe0\xb1\x80 `C`\xe0\xb0\x9f\xe0\xb1\x80\xe0\xb0\x82\xe0\xb0\x97\xe0\xb0\xbe \xe0\xb0\xb5\xe0\xb1\x8d\xe0\xb0\xaf\xe2\x80\x8c\xe0\xb0\xb5\xe2\x80\x8c\xe0\xb0\xb9\xe2\x80\x8c\xe0\xb0\xb0\xe0\xb0\xbf\xe0\xb0\xb8\xe0\xb1\x8d\xe0\xb0\xa4\xe0\xb1\x82 BJP/TRS \xe0\xb0\xb5\xe0\xb1\x8d\xe0\xb0\xaf\xe2\x80\x8c\xe0\xb0\xa4\xe0\xb0\xbf\xe0\xb0\xb0\xe0\xb1\x87\xe0\xb0\x95 \xe0\xb0\x93\xe0\xb0\x9f\xe0\xb1\x8d\xe0\xb0\xb2\xe2\x80\x8c\xe0\xb0\xa8\xe0\xb1\x81 \xe0\xb0\x9a\xe0\xb1\x80\xe0\xb0\xb2\xe0\xb1\x81\xe0\xb0\xb8\xe0\xb1\x8d\xe0\xb0\xa4\xe0\xb1\x8b\xe0\xb0\x82\xe0\xb0\xa6\xe0\xb0\xbf.\n\n\xe0\xb0\xae\xe0\xb1\x8b\xe0\xb0\xa1\xe0\xb1\x80,KCR,\xe0\xb0\x93\xe0\xb0\xb5\xe0\xb1\x88\xe0\xb0\xb8\xe0\xb1\x80 \xe0\xb0\x92\xe0\xb0\x95\xe0\xb1\x8d\xe0\xb0\x95\xe2\x80\x8c\xe0\xb0\x9f\xe0\xb1\x87.\xe0\xb0\xb0\xe0\xb1\x86\xe0\xb0\x82\xe0\xb0\xa1\xe0\xb1\x81\xe0\xb0\xa8\xe0\xb0\xbe\xe0\xb0\xb2\xe0\xb1\x8d\xe0\xb0\x95\xe2\x80\x8c\xe0\xb0\xb2 \xe0\xb0\xa6\xe0\xb1\x8b\xe0\xb0\xb0\xe2\x80\x8c\xe0\xb0\xa3\xe0\xb0\xbf\xe0\xb0\xa4\xe0\xb1\x8b \xe0\xb0\xae\xe0\xb0\xbe\xe0\xb0\x9f\xe0\xb1\x8d\xe0\xb0\xb2\xe0\xb0\xbe\xe0\xb0\xa1\xe2\x80\x8c\xe0\xb0\x9f\xe0\xb0\x82\xe0\xb0\xb2\xe0\xb1\x8b \xe0\xb0\xb5\xe0\xb0\xbe\xe0\xb0\xb0\xe0\xb1\x81 \xe0\xb0\x86\xe0\xb0\xb0\xe0\xb0\xbf\xe0\xb0\xa4\xe0\xb1\x87\xe0\xb0\xb0\xe0\xb0\xbe\xe0\xb0\xb0\xe0\xb1\x81.\xe0\xb0\xa4\xe0\xb1\x86\xe0\xb0\xb2\xe0\xb0\x82\xe0\xb0\x97\xe0\xb0\xbe\xe0\xb0\xa3\xe0\xb0\xaa\xe0\xb1\x8d\xe0\xb0\xb0\xe2\x80\x8c\xe0\xb0\x9c\xe2\x80\x8c\xe0\xb0\xb2\xe0\xb1\x81 \xe0\xb0\xa4\xe0\xb1\x86\xe0\xb0\xb2\xe0\xb0\xbf\xe0\xb0\xb5\xe0\xb1\x88\xe0\xb0\xa8\xe2\x80\x8c\xe0\xb0\xb5\xe0\xb0\xbe\xe0\xb0\xb0\xe0\xb1\x81.\xe0\xb0\x86 \xe0\xb0\xae\xe0\xb1\x81\xe0\xb0\x97\xe0\xb1\x8d\xe0\xb0\x97\xe0\xb1\x81\xe0\xb0\xb0\xe0\xb0\xbf \xe0\xb0\x9a\xe0\xb1\x87\xe0\xb0\xa4\xe0\xb0\xbf\xe0\xb0\xb2\xe0\xb1\x8b \xe0\xb0\xae\xe0\xb1\x8b\xe0\xb0\xb8\xe2\x80\x8c\xe0\xb0\xaa\xe0\xb1\x8b\xe0\xb0\xb0\xe0\xb1\x81! https://t.co/MPMKRoTGvA'"
12/3/18 6:31,Negative,Against Gov,"TRS is the BJP\'s "" team &amp; KCR operates as Mr Modi\'s, Telangana Rubber Stamp. \n\nOwaisi\'s, AIMIM is the BJP\'s ""C"" team, whose role is to split the anti BJP/ KCR vote. \n\nGreat people of Telangana, Modi, KCR &amp; Owaisi are one. They speak in twisted tongues. Do not be fooled by them! https://t.co/yIt6vlC6Wh'"
12/3/18 2:58,Negative,Against Gov,"Telangana was born of idealism &amp; great dreams. But, 4 yrs. of TRS/BJP incompetence, arrogance &amp; corruption has made the people cynical. \n\nI am in Telangana today to address public meetings &amp; to assure the great people of this state that the Congress will help fulfil their dreams. https://t.co/Kx5MkPyPcH'"
11/29/18 2:49,Positive,,"On the second day of my tour of Telangana, I will address public meetings at Bhupalpally, Armoor, and Pargi. You can watch these meetings on Facebook Live. \nhttps://t.co/NraAeqJJAH: https://t.co/3G74qps5D9'"
11/28/18 3:42,Positive,,"My appeal to the voters of Mizoram:\n\nYour vote is not just your constitutional right, it is a blessing &amp; a weapon. Use it wisely today! \n\nVote for peace, prosperity and progress.\n\nMy best wishes and warmest regards to all my brothers &amp; sisters in #Mizoram https://t.co/s7MgSGwPgW'"
11/21/18 4:44,Positive,,"With the passing of Shri M.I. Shanavas, two term Lok Sabha MP from Wayanad, Kerala, the Congress family has lost a much loved and respected member. My thoughts &amp; prayers are with his family &amp; friends in this time of grief. https://t.co/hxG0n0pM1P'"
11/20/18 5:19,Positive,,"Today I\xe2\x80\x99m in Mizoram! The North East of India has always had a close connect with the Congress party. I look forward to strengthening that connect today, through my public meetings in Champhai and Aizawl. https://t.co/RsR3sGEG7X'"
11/19/18 5:17,Negative,Against Gov,"Mr Modi and his coterie of cronies, continue to destroy every institution they can get their hands on. Today, through his puppets at the #RBIBoardMeet he will attempt to destroy the RBI. I hope Mr Patel and his team have a spine and show him his place.'"
11/15/18 17:00,Negative,Against Gov,"Another RAFALE Skeleton!\n\nMr Modi personally increased the benchmark price of RAFALE jets by 3 Billion Euros (\xe2\x82\xb922,743Cr). The former Director of Finance, MOD, just said that he and the negotiating team were overruled by Mr 56.\n\nhttps://t.co/W1CuegPENi'"
11/1/18 12:12,Positive,,"I had a good meeting today with Shri Chandrababu Naidu. Amongst other things, we discussed the issue of opposition unity. I look forward to carrying forward our dialogue and to working together in the upcoming state &amp; general elections. https://t.co/wNowJhP4sm'"
10/22/18 4:15,Negative,,"The PM\xe2\x80\x99s blue-eyed boy, Gujarat cadre officer, of Godra SIT fame, infiltrated as No. 2 into the CBI, has now been caught taking bribes. Under this PM, the CBI is a weapon of political vendetta. An institution in terminal decline that\xe2\x80\x99s at war with itself. \nhttps://t.co/Z8kx41kVxX'"
10/20/18 7:18,Positive,,"I look forward to meeting the great people of Telangana at my 3 public meetings in the state today. For those who can\xe2\x80\x99t attend, you can watch these meetings LIVE on my Facebook page (@RahulGandhi). \n\n1.30 PM, Bhainsa\n\n3.30 PM, Kamareddy\n\n6.00 PM, Charminar, Hyderabad.'"
10/19/18 3:39,Positive,,Happy Dussehra to each and every one of you!'
10/18/18 8:05,Positive,,https://t.co/efiVtvhSHm'
10/12/18 6:11,Positive,,"It\xe2\x80\x99s about time everyone learns to treat women with respect and dignity. \n\nI\xe2\x80\x99m glad the space for those who don't, is closing. The truth needs to be told loud and clear in order to bring about change. \n\n#MeToo"""
10/3/18 10:16,Negative,Against Gov,"Modi's Operandi for handing out India's biggest defence contracts:\n\n1. Be a defaulter of 45,000Cr.\n\n2. Owe money to other companies who beg Supreme Court not to let you leave India.\n\n3. Be called \xe2\x80\x98Bhai\xe2\x80\x99 by PM but have no relevant experience. \n#RafaleScam https://t.co/B5KzqwTmYU"""
10/2/18 2:45,Positive,,"Gandhiji is not an immobile statue, he is a living set of ideas and values flowing through India. \n\nTruth and non-violence, which he lived for and was killed for are the foundation of our country. \n\nTrue  patriots must protect them. \n\n#GandhiJayanti\n#Gandhi150 https://t.co/ltgTBgBhYF'"
10/1/18 6:47,Negative,Against Gov,"Modi's India-\n\nFor Common Man: Notebandi-line up and put ur money in banks. All ur details into Aadhar. U can't use ur own money. \n\nFor Crony capitalists: Notebandi-convert all ur black money to white. Let's write off 3.16 lakh Cr using common man's money. https://t.co/M0W2KUicFH"""
9/26/18 10:10,Positive,,"For Congress, Aadhaar was an instrument of empowerment. \n\nFor the BJP, Aadhaar is a tool of oppression and surveillance. \n\nThank you Supreme Court for supporting the Congress vision and protecting \xf0\x9f\x87\xae\xf0\x9f\x87\xb3. \n\n#AadhaarVerdict'"
9/26/18 3:12,Positive,,Manmohan Singh Ji\xe2\x80\x99s birthday is an opportunity for us to appreciate and remember his many years of selfless service and dedication to the cause of nation building. I wish him a very Happy Birthday and good health and happiness always.'
9/24/18 7:06,Positive,,"The sad truth about India's Commander in Thief. https://t.co/USrxqlJTWe"""
9/22/18 6:07,"Negative	",Against Gov,"The PM and Anil Ambani jointly carried out a One Hundred &amp; Thirty Thousand Crore, SURGICAL STRIKE on the Indian Defence forces. Modi Ji you dishonoured the blood of our martyred soldiers. Shame on you. You betrayed India's soul. \n\n#Rafale"""
9/17/18 5:19,Positive,,"Happy Birthday to our PM, Narendra Modi ji! Wishing him good health and happiness always.\n\n@narendramodi'"
9/15/18 6:37,Negative,Against Gov,"CBI Jt. Director, A K Sharma, weakened Mallya\xe2\x80\x99s \xe2\x80\x9cLook Out\xe2\x80\x9d notice, allowing Mallya to escape. \n\nMr Sharma, a Gujarat cadre officer, is the PM\xe2\x80\x99s blue-eyed-boy in the CBI. \n\nThe same officer was in charge of Nirav Modi &amp; Mehul Choksi\xe2\x80\x99s escape plans. Ooops...\ninvestigation!'"
9/7/18 4:40,Positive,,Shiva is the Universe. \n\n#KailashYatra https://t.co/1do7SW9eb4'
9/5/18 3:45,Positive,,A man goes to Kailash when it calls him. I am so happy to have this opportunity and to be able to share what I see on this beautiful journey with all of you.\n\n#KailashYatra'
8/31/18 4:09,Negative,Against Gov,"Globalised corruption. This #Rafale aircraft really does fly far and fast! It's also going to drop some big bunker buster bombs in the next couple of weeks. \n\nModi Ji please tell Anil, there is a big problem in France. \n\nhttps://t.co/tvL7HMBPFN"""
8/30/18 6:42,Negative,Against Gov,"Dear Mr Jaitley,\n\nLess than 6 hrs left for your deadline on the #Rafale JPC to run out. \n\nYoung India is waiting. I hope you're busy convincing Modi Ji and Anil Ambani Ji about why they should listen to you &amp; approve this! \n\n@ArunJaitley"""
8/26/18 5:30,Positive,,My best wishes and greetings to all Indians on Raksha Bandhan! \n\n#HappyRakshabandhan'
8/15/18 3:05,Positive,,"On this Independence Day my best wishes to all Indians. As we celebrate our independence as a nation, let us remember all those brave men and women, our freedom fighters, whose sacrifices and dedication helped us win our independence. \n\nJai Hind.  \n\n#HappyIndependenceDay'"
8/4/18 11:56,Negative,,"One of the highlights of today\xe2\x80\x99s CWC meeting, was Mr Antony\xe2\x80\x99s brilliant description of the Rafale robbery: 130,000 Cr. stolen from the people of India and given to a friend who was 45,000 crore in debt. \n\n#RafaleScam'"
7/28/18 9:45,Positive,,"I'm sorry to hear about the terrible bus accident in Raigad, Maharashtra in which a large number of people have been killed and many others injured. I appeal to Congress party workers in the area to provide all possible assistance to the injured &amp; families of those who have died."""
7/27/18 4:17,Positive,,"Best wishes to Shri Uddhav Thackeray ji, on his birthday. I wish him good health and happiness always.'"
7/23/18 6:40,Negative,Against Gov,"Policemen in #Alwar took 3 hrs to get a dying Rakbar Khan, the victim of a lynch mob, to a hospital just 6 KM away. \n\nWhy? \n\nThey took a tea-break enroute. \n\nThis is Modi\xe2\x80\x99s brutal \xe2\x80\x9cNew India\xe2\x80\x9d where humanity is replaced with hatred and people are crushed and left to die. https://t.co/sNdzX6eVSU'"
7/14/18 13:21,Negative,Against Gov,BJP/RSS believe the freedom of expression must be policed &amp; controlled. I believe this freedom is a fundamental democratic right.\n\nMy father lived and died in the service of India. The views of a character on a fictional web series can never change that.\n\n#SacredGames'
7/14/18 8:27,Positive,,My greetings and best wishes on the auspicious occasion of #RathYatra. May Lord Jagannath shower his blessings on each and every one of us.'
7/13/18 9:29,Negative,Against Gov,"Our PM\'s ""no agenda"" China visit, clearly had a ""Chinese hidden agenda"" which is now unravelling. Never before in India\'s history has a PM capitulated to pressure from a foreign power, as this one has. This is BJP nationalism on full display. \n\nhttps://t.co/7tKmxavEPL'"
7/11/18 3:59,Positive,,"I met film director  P A Ranjith the man behind blockbuster films like Madras, Kabali and Kaala and actor Kalaiyarasan, in Delhi yesterday. We talked about politics, films and society. I enjoyed the interaction and look forward to continuing our dialogue. https://t.co/KJOmfICkyJ'"
7/7/18 14:51,Positive,,"Happy Birthday to M S Dhoni, India\xe2\x80\x99s \xe2\x80\x9cCaptain Cool\xe2\x80\x9d! Here\xe2\x80\x99s wishing you much happiness, good health and success in the years ahead. @msdhoni'"
7/1/18 13:02,Positive,,"It is a happy coincidence that two tall opposition leaders share the same birthday! \n\nA very Happy Birthday to Sharad Yadav ji &amp; Akhilesh Yadav ji. I pray for your happiness and good health, always.  \n\n@SharadYadavMP @yadavakhilesh'"
6/29/18 9:28,Negative,,"2014, HE said: I will bring back all the ""BLACK"" money in Swiss Banks &amp; put 15 Lakhs in each Indian bank A/C. \n\n2016, HE said: Demonetisation will cure India of ""BLACK"" money.\n\n2018, HE says: 50% jump in Swiss Bank deposits by Indians, is ""WHITE"" money. No ""BLACK"" in Swiss Banks! https://t.co/7AIgT529ST'"
6/24/18 11:40,Positive,,"Just 12 yrs old, Chennai boy R Praggnanandaah has become the second youngest Chess Grand Master ever!  \n\nCongratulations to him and his coach @RameshChess.  This is truly an incredible achievement.  \n\nhttps://t.co/p5RxSNEXbx'"
6/19/18 13:12,Negative,Against Gov,"The opportunistic BJP-PDP alliance set fire to J&amp;K, killing many innocent people including our brave soldiers. It cost India strategically &amp;  destroyed years of UPA\xe2\x80\x99s hard  work. The damage will continue under President\xe2\x80\x99s rule. Incompetence, arrogance &amp; hatred always fails.'"
6/19/18 13:01,Positive,,"I am overwhelmed by the birthday wishes that I have received from all corners of our country &amp; abroad. \n\nYour greetings, blessings &amp; prayers are my strength. I want to thank each &amp; every one of you for remembering me today. \n\nMay God bless you all.'"
6/19/18 12:55,Positive,,@CitiznMukherjee @INCIndia Thank you Pranab Da for your wishes and kind words. I appreciate them.'
6/14/18 15:42,POsitive,,"Maldives, once one of our closest allies &amp; beneficiary of massive aid, is cancelling Indian work visas &amp; putting up \xe2\x80\x9cNot Hiring Indians\xe2\x80\x9d signs. This happens when foreign policy becomes about photo ops &amp; ""no agenda meetings"" instead of strategic intent. \nhttps://t.co/rk1csSLTT1'"
6/13/18 8:09,Negative,,"Dadaji Khobragade, a Dalit farmer-scientist,  invented the revolutionary HMT variety of paddy. But, he died largely forgotten and in penury. \n\nI visited his home in Nanded, Maharashtra, to condole with his family and to apologise for our apathy as a nation, to his achievements. https://t.co/DPKJjGbgxa'"
6/11/18 7:56,Positive,,"Wishing Shri Lalu Prasad ji a very happy birthday!  I pray for his good health, success and happiness, always.'"
6/4/18 8:41,Negative,,"The first Indian PM who takes  ""spontaneous"" questions that the translator has pre-scripted answers to! \n\nGood that he doesn\'t take real questions. Would have been a real embarrassment to us all if he did. https://t.co/8Iyfgiaseh'"
6/3/18 6:49,Positive,,"I would like to wish Shri Karunanidhi ji a very happy birthday! I pray for his good health and happiness, always.'"
5/31/18 7:56,Negative,Against Gov,"Ministry Of Defence, India (MODI) officials, accused of making millions of $'s in kickbacks via Dubai by Ukrainian Govt. in AN32 deal. \n\nModi ji, as our self proclaimed chokidar, I urge you to take immediate action against your corrupt MODI officials.\n\n#BJPDefenceScam https://t.co/ZCKkgR8muc"""
5/24/18 8:58,Positive,,"Dear PM, \n\nGlad to see you accept the @imVkohli fitness challenge. Here\xe2\x80\x99s one from me:\n\nReduce Fuel prices or the Congress will do a nationwide agitation and force you to do so. \n\nI look forward to your response.\n\n#FuelChallenge'"
5/23/18 13:35,Positive,,"My best wishes to @HD_Kumaraswamy &amp; @DrParameshwara as they begin their new innings as the CM &amp; Deputy CM of Karnataka.\n\nIt was a pleasure to meet &amp; share the stage with leaders of opposition parties from all over India, at the swearing in.\n\n#UnitedInVictory https://t.co/q57YSXFWOr'"
5/18/18 6:52,Neutral,,"Today\xe2\x80\x99s Supreme Court order, vindicates our stand that Governor Vala acted unconstitutionally.  \n\nThe BJP\xe2\x80\x99s bluff that it will form the Govt., even without the numbers, has been called out by the court. \n\nStopped legally, they will now try money &amp; muscle, to steal the mandate.'"
5/18/18 5:17,Positive,,I would like to wish Shri HD Deve Gowda ji a very happy birthday and pray for his good health and happiness.'
5/15/18 18:04,Negative,,"I'm deeply anguished by the tragic loss of innocent lives in the boat capsize on the Godavari River. My thoughts are with the families of those killed or still missing in this tragedy. I request Congress workers to provide the families of the victims with all possible assistance."""
5/15/18 14:52,Negative,,A big thank you to all those who voted for the Congress in these elections. We appreciate your support and will fight for you. \n\nThank you also to our workers and leaders for their dedication &amp; untiring hard work in support of the party.'
5/14/18 10:56,Negative,Against Gov,"Karnataka finishes voting, FUEL prices rise to a 4 yr. high! \n\nThe Key Principle of Modinomics: fool as many people as you can, as often as you can. \n\n#PeTrolled\n\nhttps://t.co/TdRP20rfA'"
5/14/18 10:27,Positive,,"I\xe2\x80\x99m happy to hear that Jaitley ji\xe2\x80\x99s kidney transplant surgery, today at AIIMS, went well. I wish him a speedy recovery.\n\nhttps://t.co/8LJsyZuv2t'"
5/11/18 12:13,Negative,Against Gov,"NDTV features the Prime Minister's new improved BJP dream team for Karnataka. FRESH out of jail, MODI-FIED and REDDY to steal.\n\n#ReddyStingBJPExposed https://t.co/Fs3cBKr2hf"""
5/10/18 16:00,Negative,Against Gov,"This is how Modi &amp; Yeddy are getting ""Reddy"" to loot Karnataka. Fortunately, the people of Karnataka will not let that happen.\n\nhttps://t.co/H3jzrljRvz'"
5/9/18 17:34,Positive,,This ice cream parlour in Bengaluru was a great place to end a long day on the campaign trail! The ice cream here is amazing and the staff friendly and helpful. I enjoyed meeting the owner and some of his customers. Look forward to being back soon! https://t.co/WaqgPNp4cO'
5/7/18 6:16,Negative,Against Gov,"The BJP Govt. collected 10 Lakh Crore in taxes on Petrol/LPG/Diesel since 2014. Yet, NO relief in prices for our citizens. This video shows the truth about fuel prices under PM Modi.\n\nI will lead a protest against these prices in Kolar at Noon, today.\n\n#BJPReducePetrolPrices https://t.co/YCnKwDPm6W'"
5/6/18 15:28,Negative,Against Gov,"The Karnataka Govt's revolutionary SC/ST sub plan, allocates 24% of all resources to Dalits &amp; Adivasis as per their % of population. \n\nSince PM Modi is skilled at repackaging &amp; claiming credit for Congress schemes, this is a good one for him to copy centrally. \n\n#ModiTalksNoCanDo https://t.co/KNmrBQkrKj"""
5/6/18 3:14,Negative,Against Gov,"Central to the RSS/ BJP fascist ideology, is that Dalits &amp; Adivasis must continue to exist at the bottom rung of society. \n\nIn this disturbing video, the dangers of this mindset and how it\xe2\x80\x99s openly propagated by senior RSS/ BJP leaders is revealed. \n\n#AnswerMaadiModi https://t.co/gX2NwL0q27'"
5/5/18 4:19,Negative,Against Gov,"Dear Modi ji,\n\nYou talk a lot. Problem is, your actions don\xe2\x80\x99t match your words. Here\'s a primer on your candidate selection in Karnataka. \n\nIt plays like an episode of ""Karnataka\'s Most Wanted"". \n\n#AnswerMaadiModi https://t.co/G97AjBQUgO'"
5/4/18 10:45,Negative,Against Gov,"New Book Review!\n\nThe BJP Karnataka Manifesto, inspired by Narendra Modi, is a poorly crafted fantasy built around a weak plot, that has nothing unique to offer voters. If you've read the Congress Manifesto, don't waste your time on this one.\n\nRating: 1/5 \xe2\xad\x90 \nRecommendation:Avoid"""
5/3/18 3:19,Negative,Against Gov,"Mr Modi\xe2\x80\x99s Report Card\n\nState: Karnataka \nSub: Agriculture \n\n1. Contribution to Cong State Govts 8,500 Cr Farm Loan waiver = 0 Rs \n\n2. PM\xe2\x80\x99s crop insurance scheme: Farmers suffer; pvt insurance companies make huge profits. \n\n3. No MSP+50%, for Karnataka farmers.\n\nGrade = F https://t.co/SLJBE4cXWC'"
4/28/18 14:08,Negative,Against Gov,"It\xe2\x80\x99s no secret that CA Piyush Goyal, the BJP Treasurer, has pried open the doors of every major corporate house for PM Modi.\n\nHow then will the PM act against this Minister, caught red handed, misusing his power for 48 Cr. of personal gain?\n\n#GoyalMustResign'"
4/27/18 8:49,Negative,Against Gov,"Dear PM,\n\nSaw the live TV feed of your \xe2\x80\x9cNo Agenda\xe2\x80\x9d China visit.  \n\nYou look tense! \n\nA quick reminder: \n\n1. DOKLAM \n2. China Pakistan Eco Corridor passes through POK. That\xe2\x80\x99s Indian territory.\n\nIndia wants to hear you talk about these crucial issues. \n\nYou have our support.'"
4/25/18 17:24,Negative,,"When in power, Yeddyurappa and Reddy Brothers looted Karnataka. Our Govt. brought them to justice. \n\nNow Mr Modi is trying to take 8 of them from jail, into the Vidhan Sabha. \n\nThis is an insult to every honest citizen, to Karnataka and to the spirit of Basavanna.'"
4/9/18 16:16,Neutral,,"I'm deeply disturbed and saddened by the bus accident in Himachal, that has claimed many lives, including those of 26 children. \n\nI urge our Congress party workers in Himachal to provide all the assistance they can, to the families of the victims and to those who are injured."""
4/7/18 4:59,Negative,Against Gov,"Modi Scam Alert!\n\n15 Billion $ fighter jet deal re-tendered. PM\'s friends race to tie up STRATEGIC  partners. \n\nRAFALE, 40,000 Cr. loss to exchequer was ""Sayonara"" money to French, so PM could re-tender contract and favour friends.\nhttps://t.co/X4oTNjkXTK'"
4/1/18 3:33,Positive,,Happy Easter! May the risen Christ bless you and your loved ones with his peace and joy.'
3/26/18 7:59,Negative,Against Gov,"Modi misusing PM position to build personal database with data on millions of Indians via the NaMo App promoted by Govt.\n\nIf as PM he wants to use tech to communicate with India, no problem. But use the official PMO APP for it. \n\nThis data belongs to India, not Modi.'"
3/26/18 5:20,Negative,Against Gov,"Modi\xe2\x80\x99s NaMo App secretly records audio, video, contacts of your friends &amp; family and even tracks your location via GPS.\n\nHe\xe2\x80\x99s the Big Boss who likes to spy on Indians. \n\nNow he wants data on our children. 13 lakh NCC cadets are being forced to download the APP.\n\n#DeleteNaMoApp'"
3/25/18 5:24,Negative,Against Gov,"Hi! My name is Narendra Modi. I am India's Prime Minister. When you sign up for my official App, I give all your data to my friends in American companies. \n\nPs. Thanks mainstream media, you're doing a great job of burying this critical story, as always.\nhttps://t.co/IZYzkuH1ZH"""
3/24/18 10:51,Negative,Against Gov,"Justice K M Joseph, overturned President\xe2\x80\x99s rule in Uttarakhand in 2016.\n\nWhen his name was proposed for the Supreme Court, Modi ji\xe2\x80\x98s ego was hurt.\n\nApproval of over 100 judges, cleared for the Supreme Court and various High Courts are now on hold.\n\n#JudiciaryDemonetised'"
3/21/18 14:52,Negative,Against Gov,The SC/ST Act is the most important instrument to prevent atrocities on Dalits/Adivasis.\n\nA complicit Modi Govt failed to defend it in the Supreme Court. \n\nThe PM must not abdicate his duty in favour of the anti-Dalit mindset of the BJP/RSS.\n\nhttps://t.co/ytQPCNJLkv'
3/19/18 10:00,Negative,Against Gov,"The UPA negotiates the RAFALE down to 526 Cr. per plane. But Modi ji pays 1,670 Cr. instead.  Loss to exchequer, over 40,000 Cr. \n\nRM\'s response?\nWe paid ""our"" price. \nWho cares about ""their"" price?\n\nAnswer: The PEOPLE care \n\n#RafaleScam'"
3/18/18 8:26,Negative,Against Gov,"Modi ji, the terror of Gabbar Singh Tax is now globally acclaimed. \n\nThe World Bank says it\xe2\x80\x99s the 2nd HIGHEST in the WORLD and one of the MOST complex. \n\n#ModiTalksNoCanDo\n\nhttps://t.co/mUBv3EdEBK'"
3/17/18 6:12,Positive,,"For those of you who missed it, my Twitter handle has changed from 9 am this morning to @RahulGandhi \n\nThe @OfficeOfRG account has been discontinued. \n\nI look forward to your feedback and comments and to continuing my dialogue with you via Twitter and other platforms.'"
3/17/18 3:51,Positive,,"Welcome delegates and distinguished guests to the #CongressPlenary.\n\nOver the next two days I look forward to interacting with you and to sharing experiences and perspectives that will together help us build a stronger, more vibrant Congress party.\n\nJai Hind.'"
3/16/18 16:09,Negative,Against Gov,"Modi Ji, those were some fancy power point slides. A quick word of advice:\n\nYou're right about Rising India. One small issue - it\xe2\x80\x99s rising against you. \n\n#News18RisingIndia"""
3/13/18 16:50,Positive,,"Fabulous dinner tonight, hosted by UPA Chairperson, Sonia Gandhi Ji. An opportunity for leaders from different political parties to meet and bond, informally. \n\nMuch political talk but much more important - tremendous positive energy, warmth and genuine affection. https://t.co/IxaAm7UPoI'"
3/12/18 13:27,Neutral,,"I\xe2\x80\x99m deeply saddened by the #TheniForestFire and #NepalPlaneCrash, two tragedies that have claimed many lives. \n\nMy condolences to the families of the victims. You are in my prayers and thoughts. \n\nI also wish those injured a speedy recovery.'"
3/12/18 10:36,Positive,,"Yesterday, I met with French President @EmmanuelMacron. We discussed a range of issues common to our liberal democracies, including fake news. I look forward to building on this meeting and to collaborating with him on global challenges such as #ClimateChange. https://t.co/vGVD9sgkRw'"
3/12/18 7:40,Positive,Against Gov,The mammoth #FarmersMarchToMumbai is a stunning example of people\xe2\x80\x99s power. The Congress party stands with the Farmers &amp; Tribals marching to protest against the Central &amp; State Govts. apathy. \n\nI appeal to PM Modi and the CM to not stand on ego and to accept their just demands.'
3/12/18 6:11,Negative,Against Gov,"It's now revealed that our FM's silence on the PNB SCAM was to protect his lawyer daughter, who was paid a large retainer by the accused just a month before the SCAM became public. When other law firms of the accused have been raided by the CBI, why not hers? \n#ModiRobsIndia https://t.co/As9y9Dv0RZ"""
3/10/18 14:44,Positive,,"My sincere gratitude to members of the Indian community, business &amp; Govt leaders, students, organisers and each and every one who helped make my visit to Singapore &amp; Malaysia a memorable one. I thank you all for your warmth &amp; affection and look forward to seeing you again soon \xf0\x9f\x99\x8f https://t.co/j1usB9iJd9'"
3/10/18 8:45,Positive,,Best wishes to my friend Omar Abdullah on his birthday and many congratulations to him on completing two decades as an elected representative. @OmarAbdullah'
3/8/18 14:40,Positive,,"I thank the Lee Kuan Yew School of Public Policy, Singapore for a lively discussion on #IndiaAt70 in which I emphasised the importance of pluralism, inclusiveness and dialogue as the foundation of our democracy. https://t.co/nLZ3UPiDqy'"
3/8/18 7:28,Positive,,"Over the next three days, I look forward to meeting the Indian community, business leaders and members of the Indian Overseas Congress in Singapore and Malaysia. \n\nAlso on my schedule are meetings with the Singapore PM, Lee Hsien Loong and the Malaysian PM, Najib Razak. https://t.co/CzCqaiZs5p'"
